"name"	"abstract"
"陳生"	"陳 生（ちん せい、生没年不詳）は、中国後漢末期の人物。『三国志』魏書劉表伝の注に記述がある。荊州江夏郡において活動していた賊の一人で、張虎と共に襄陽に割拠していたが、劉表軍の蒯越の説得により降伏した。小説『三国志演義』においては、長沙の孫堅が侵攻してきた際、黄祖に従い張虎の副将として加勢に出る。しかし、初陣の孫策に矢で射られ戦死している。『横山三国志』では、劉表が派遣した劉備軍の張飛と激闘するが、討ち取られている（『三国志演義』では名が陳孫となっている）。"
"公孫範"	"公孫 範（こうそん はん、生没年不詳）は、中国後漢時代末期の武将。幽州遼西郡令支県の人。家系は遼西公孫氏。従兄は公孫瓚。同じく公孫瓚の従弟である公孫越との続柄は不明で、二人も従兄弟と考えられる。"
"周循"	"周 循（しゅう じゅん、生没年不詳）は、中国後漢末期から三国時代の人物。周瑜の息子。廬江郡舒県の人。字は不明。周胤、孫登妻の兄。周峻の従兄弟。『三国志』呉志に記録がある。"
"尹礼"	"尹 礼（いん れい、生没年不詳）は、中国後漢末期の武将。出身地は不明だが、臧覇・孫観らと初期から行動を共にしているため、兗州泰山郡の人である可能性が高い。『三国志』魏書臧覇伝の注に引く『魏略』によれば、「盧児」という別名も有していたという。"
"曹チョ"	"曹 攄（そう ちょ、生年不詳 - 308年）は、中国三国時代から西晋にかけての政治家・武将。字は顔遠。魏の皇族。曾祖父は曹休。祖父は曹肇。父は曹興。従子は曹毗。『三国志』「曹休伝」の注に引く『文士伝』に記載があり、『晋書』では「良吏伝」に曹攄伝がある。"
"曹肇"	"曹 肇（そう ちょう、生没年不詳）は、中国三国時代の人物。魏の皇族。字は長思（曹休伝が引く『世語』）。曾祖父は曹鼎（後漢の呉郡太守）。祖父の名は不詳。父は曹休。弟は曹纂。子は曹興。孫は曹攄（字は顔遠、曹興の子）。族弟は曹叡。"
"沈瑩"	"沈 瑩（しん えい、? - 280年）は、中国三国時代の呉の武将。丹陽太守。"
"田楷"	"田 楷（でん かい、? - 199年）は、中国後漢時代末期の軍人。「田揩」とも書く。"
"衛演"	"衛 演（えい えん、生没年不詳）は、中国三国時代の魏の人物。公孫淵配下。魏の臣下であった公孫淵が、「燕王」を自称した際に侍中として名が挙がっている。公孫淵が反旗を翻し司馬懿の遠征を受けたため、人質を出す条件で降伏を願う使者として遣わされたが、司馬懿は相手にしなかった。小説『三国志演義』でもほぼ同様のやり取りが描かれている。"
"馬忠 (孫呉)"	"馬 忠（ば ちゅう、生没年不明）は、中国後漢末期の人物。孫権に仕えた。潘璋配下の武将で、219年の関羽討伐時に司馬として潘璋に従い、漳郷で関羽・関平父子と趙累らを生け捕りにした。『三国志』では関羽を捕縛したという事実の他、前後の記録が残されていない。小説『三国志演義』では、関羽を捕らえた功績により赤兎馬を賜る。だが、その赤兎馬が草を食べずに死んでしまう。夷陵の戦いでは糜芳・傅士仁に裏切られて殺され、首を蜀軍の陣に送られている。"
"馬忠 (蜀漢)"	"馬 忠（ば ちゅう、? - 249年）は、中国後漢末期から三国時代の武将。蜀漢に仕えた。字は徳信。子は馬修。弟は馬恢。益州巴西郡閬中の出身。『三国志』蜀志に伝がある。"
"黄邵"	"黄 邵（こう しょう、? - 建安元年（196年））は、中国後漢時代末期の人物。"
"カン丘甸"	"毌丘 甸（かんきゅう でん、? - 255年）は、中国三国時代の魏の軍人。字は子邦。父は毌丘倹。253年、司馬師が曹芳（斉王）を廃位した際、父に反乱を起こすように勧めた。255年に父が反乱を起こした際は、都にいて治書侍御史の職にあった。父が反乱を起こしたことを知ると、母ら一族を率いて山に立て籠もったが、追討を受け捕らえられ、処刑された（毌丘倹・文欽の乱）。小説『三国志演義』では、司馬師の専横に対し「静観していてよいものでしょうか」と父に言ったため、それが引き金のように作用し、父が司馬師に反乱を起こしたことになっている。"
"呼廚泉"	"呼廚泉（こちゅうせん、拼音：Hūchúquán、生没年不詳）は、中国後漢代から三国時代にかけての南匈奴の単于。羌渠の子、於夫羅の弟。"
"夏侯徽"	"夏侯 徽（かこう き、211年 - 234年）は、中国三国時代の魏の女性。字は媛容。諡は懐。司馬師の最初の夫人。父は夏侯尚。生母は徳陽郷主（曹真の妹）。同母兄は夏侯玄。従兄は曹爽。"
"尹賞"	"尹 賞（いん しょう、生没年不明）は、中国三国時代の武将、政治家。魏・蜀漢に仕えた。『三国志』蜀志「姜維伝」に記録がある。魏の天水郡において主簿を務めていた。228年、天水太守（『魏略』によると馬遵）と共に巡察に出ていたところ、蜀の諸葛亮が侵攻（北伐）し、諸県の住民が蜀に靡いたため、太守は郡の治所の冀県に戻らず上邽に逃亡した。尹賞は梁緒や姜維とともに置き去りにされ、上邽や冀県への入城も拒否されたため、止むを得ず諸葛亮の下に出頭した。街亭の戦いで蜀軍が敗れた後も、姜維らとともにそのまま蜀に帰属し、執金吾まで昇ったが、姜維より先に死去したという。『三国志演義』にも登場する。"
"曹冏"	"曹 冏（そう けい 生没年不明 ）は、中国三国時代の魏の宗室の一人。字は元首。曾祖父は曹叔興（曹騰の兄）。族父は曹操。自著に『六代論』がある。曹芳（斉王）の時代に同族の曹爽に対して、夏・殷・周・秦・漢・魏の六代の王朝の長所短所を記した意見書を提出した。皇室曹氏の強化を提案する内容だったが、結局受け容れられなかった。官職は弘農太守に至った。"
"曹冏 (皇子)"	"曹 冏（そう けい 生年不明 - 226年）は、中国三国時代の魏の皇族。父は曹叡（明帝）。226年に父が即位すると、8月12日に清河王に任じられたが、その年の10月に夭折した。"
"檀石槐"	"檀石槐（呉音：だんじゃくえ、漢音：たんせきかい、拼音：Tánshíhuái、生没年不詳）は、後漢末期の鮮卑族の大人（たいじん：部族長）。投鹿侯の子。和連の父。魁頭，扶羅韓，歩度根，騫曼らの祖父、泄帰泥の曾祖父。"
"胡遵"	"胡 遵（こ じゅん、? - 甘露元年7月5日（256年8月12日））は、中国三国時代の魏の軍人。雍州安定郡の人。子は胡広・胡奮・胡烈・胡岐。孫は胡淵。文武ともに優れ、張既の推挙で龐淯や張恭らと共に魏に仕え、各地の戦役に参加して武功を挙げた。「魏書」に伝はない。子の胡奮の伝が「晋書」にある。"
"董白"	"董 白（とうはく、? - 初平3年（192年）?）は、中国後漢末期の人物。祖父は董卓。父母の名前や字は不詳。董卓の孫娘にあたる。『三国志』董卓伝注に引く『英雄記』に記載がある。初平元年（190年）、祖父が長安への遷都を行った際、董白はまだ簪も挿していなかった（成人していない）にもかかわらず、渭陽君に封ぜられ領地が与えられた。また、領地受領の際に都尉や中郎将などを従え、董璜より印綬を与えられたという。没年についても記述は残っていないが、王允による董氏誅滅の際には、90歳になる董卓の母（董白にとって曾祖母）も他の一族同様に処刑されたという記述を見る限り、この時に他の一族同様に処刑されたと考えるのが妥当であろう。小説『三国志演義』には登場しない。"
"張翼"	"張 翼（ちょう よく、? - 264年）は、中国後漢末期から三国時代の武将。益州犍為郡武陽県の人。字は伯恭。前漢の張良の子孫。高祖父は張晧（後漢の司徒）。曾祖父は張綱。祖父と父の名は不詳。子は張微。孫は張存。『三国志』蜀志に伝がある。漢の名臣の末裔であり、自身は蜀漢に仕えた。蜀の滅亡まで生き、滅亡後の成都での争乱において死去した。"
"曹徳"	"曹 徳（そう とく、? - 193年）は、後漢末期の人物。後漢の太尉曹嵩の子。魏の太祖武帝曹操の弟。『魏書』武帝紀注引『世語』によると、曹操は兗州を支配すると、瑯邪に避難していた父や一族を兗州に迎えるため、泰山太守である応劭に助力を依頼した。徐州牧・陶謙は応劭に先んじて兵を泰山郡華県に滞在していた曹嵩達の元へ派遣し、彼等を逮捕させた。曹嵩達は応劭を当てにして警戒を全くしていなかったため、あっさりと一族郎党を殺害されてしまった。曹徳は門の中で陶謙の兵に真っ先に殺害されたとある。父や弟の殺害を聞いた曹操は、自ら徐州に進軍し、復讐のため徐州を攻撃し民を虐殺することになる（武帝紀）。同じく武帝紀注引である『呉書』（韋昭著）においては、陶謙の部下の張闓が財宝に目がくらんで曹嵩達一族を殺害したという話になっており、曹徳の名は出てこない。また、『後漢書』「宦者伝」には、曹嵩が少子曹疾とともに瑯邪へ避難したという記述があるのみで、やはり曹徳の名は出てこない。曹疾と曹徳が同一人物であるかどうかは不明。なお、曹操の弟で、「海陽哀侯」という実名が不明の人物が、『魏書』夏侯淵伝にのみ登場し、娘が夏侯淵の長子である夏侯衡の妻となったというが、海陽哀侯が曹徳（あるいは曹疾）のことであるかどうかは不明。小説『三国志演義』では、『世語』と『呉書』の双方の記録を参照しているのか、曹徳と張闓どちらも登場する。"
